Population_centroid,index_right,UID,GID_0,NAME_0,VARNAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,ISO_1,HASC_1,CC_1,TYPE_1,ENGTYPE_1,VALIDFR_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,CC_2,TYPE_2,ENGTYPE_2,VALIDFR_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,CC_3,TYPE_3,ENGTYPE_3,VALIDFR_3,GID_4,NAME_4,VARNAME_4,CC_4,TYPE_4,ENGTYPE_4,VALIDFR_4,GID_5,NAME_5,CC_5,TYPE_5,ENGTYPE_5,GOVERNEDBY,SOVEREIGN,DISPUTEDBY,REGION,VARREGION,COUNTRY,CONTINENT,SUBCONT,Total_Demand_2024_centroid,Total_Demand_2030_centroid,Total_Demand_2050_centroid
7.551399469375609,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,105.87086501908449,105.68189961696842,105.40479931144691
10.054963075518607,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,140.97090782407386,140.71929351754258,140.35032438122113
0.7018119758367537,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,9.839426620710027,9.82186455386908,9.796111405235944
1.5058333075046542,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,21.11183171895538,21.074149909427707,21.018893016812473
1.252858817577362,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,17.56512118073264,17.533769777430734,17.48779584074073
0.9432481956481934,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,13.22437023838471,13.200766497739181,13.166153792603302
9.603076772689821,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,134.63544722967953,134.39514087702767,134.04275381043814
20.282529735565184,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,284.3617234908568,283.85417566439685,283.10990366431696
2.432731246948242,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,34.106970836051204,34.04609443291769,33.956824811503154
0.9037254524230958,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,12.670260098914863,12.647645371113452,12.614482961948157
